Domain,Area,Element,Item,Year,Value
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,Pigmeat,2004,610
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,Pigmeat,2005,572
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,Pigmeat,2006,546
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,Pigmeat,2007,526
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,Pigmeat,2008,454
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,Pigmeat,2009,455
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,Pigmeat,2010,473
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,Pigmeat,2011,451
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,Pigmeat,2012,451
"Food Balances (-2013, old methodology and population)",United States of America,Import Quantity,Pigmeat,2013,493
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1961,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1962,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1963,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1964,-6
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1965,6
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1966,-10
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1967,-24
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1968,14
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1969,20
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1970,-57
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1971,2
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1972,52
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1973,-32
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1974,-9
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1975,26
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1976,17
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1977,12
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1978,-25
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1979,-18
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1980,-31
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1981,39
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1982,20
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1983,-37
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1984,12
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1985,20
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1986,15
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1987,-45
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1988,-35
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1989,56
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1990,8
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1991,-59
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1992,1
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1993,12
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1994,-36
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1995,19
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1996,14
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1997,19
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1998,81
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,1999,43
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2000,5
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2001,-26
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2002,1
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2003,-3
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2004,-5
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2005,22
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2006,-6
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2007,-14
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2008,-19
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2009,-29
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2010,-5
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2011,-5
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2012,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,Pigmeat,2013,0
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1961,33
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1962,31
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1963,65
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1964,63
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1965,25
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1966,26
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1967,26
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1968,42
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1969,70
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1970,31
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1971,34
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1972,52
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1973,77
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1974,47
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1975,95
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1976,142
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1977,130
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1978,106
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1979,102
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1980,90
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1981,107
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1982,75
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1983,76
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1984,57
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1985,45
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1986,32
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1987,41
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1988,73
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1989,108
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1990,101
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1991,123
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1992,169
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1993,188
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1994,232
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1995,331
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1996,416
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1997,472
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1998,517
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,1999,469
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2000,694
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2001,775
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2002,795
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2003,852
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2004,1022
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2005,1243
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2006,1380
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2007,1464
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2008,2129
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2009,1916
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2010,1962
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2011,2391
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2012,2453
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,Pigmeat,2013,2289
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1961,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1962,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1963,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1964,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1965,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1966,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1967,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1968,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1969,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1970,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1971,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1972,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1973,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1974,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1975,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1976,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1977,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1978,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1979,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1980,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1981,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1982,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1983,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1984,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1985,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1986,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1987,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1988,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1989,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1990,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1991,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1992,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1993,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1994,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1995,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1996,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1997,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1998,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,1999,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2000,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2001,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2002,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2003,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2004,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2005,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2006,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2007,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2008,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2009,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2010,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2011,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2012,
"Food Balances (-2013, old methodology and population)",United States of America,Losses,Pigmeat,2013,
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1961,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1962,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1963,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1964,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1965,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1966,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1967,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1968,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1969,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1970,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1971,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1972,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1973,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1974,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1975,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1976,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1977,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1978,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1979,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1980,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1981,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1982,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1983,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1984,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1985,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1986,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1987,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1988,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1989,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1990,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1991,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1992,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1993,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1994,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1995,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1996,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1997,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1998,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,1999,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2000,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2001,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2002,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2003,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2004,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2005,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2006,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2007,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2008,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2009,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2010,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2011,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2012,0
"Food Balances (-2013, old methodology and population)",United States of America,Processing,Pigmeat,2013,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1961,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1962,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1963,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1964,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1965,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1966,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1967,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1968,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1969,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1970,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1971,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1972,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1973,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1974,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1975,60
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1976,48
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1977,48
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1978,60
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1979,72
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1980,70
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1981,66
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1982,69
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1983,64
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1984,67
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1985,60
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1986,60
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1987,58
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1988,57
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1989,65
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1990,51
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1991,59
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1992,66
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1993,47
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1994,52
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1995,39
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1996,32
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1997,34
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1998,34
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,1999,34
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2000,34
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2001,34
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2002,34
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2003,34
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2004,34
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2005,34
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2006,28
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2007,20
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2008,15
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2009,5
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2010,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2011,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2012,0
"Food Balances (-2013, old methodology and population)",United States of America,Other uses (non-food),Pigmeat,2013,0
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1961,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1962,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1963,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1964,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1965,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1966,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1967,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1968,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1969,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1970,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1971,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1972,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1973,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1974,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1975,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1976,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1977,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1978,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1979,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1980,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1981,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1982,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1983,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1984,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1985,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1986,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1987,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1988,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1989,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1990,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1991,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1992,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1993,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1994,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1995,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1996,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1997,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1998,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,1999,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2000,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2001,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2002,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2003,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2004,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2005,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2006,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2007,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2008,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2009,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2010,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2011,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2012,
"Food Balances (-2013, old methodology and population)",United States of America,Tourist consumption,Pigmeat,2013,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1961,
"Food Balances (-2013, old methodology and population)",United States of America,Residuals,Pigmeat,1962,
