Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)",Mauritius,Production,Poultry Meat,2011,1000 tonnes,47
"Food Balances (-2013, old methodology and population)",Mauritius,Production,Poultry Meat,2012,1000 tonnes,47
"Food Balances (-2013, old methodology and population)",Mauritius,Production,Poultry Meat,2013,1000 tonnes,47
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,1991,1000 tonnes,1189
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,1992,1000 tonnes,1247
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,1993,1000 tonnes,1256
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,1994,1000 tonnes,1365
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,1995,1000 tonnes,1412
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,1996,1000 tonnes,1330
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,1997,1000 tonnes,1340
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,1998,1000 tonnes,1380
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,1999,1000 tonnes,1400
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2000,1000 tonnes,1409
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2001,1000 tonnes,1445
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2002,1000 tonnes,1468
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2003,1000 tonnes,1504
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2004,1000 tonnes,1544
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2005,1000 tonnes,1558
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2006,1000 tonnes,1613
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2007,1000 tonnes,1635
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2008,1000 tonnes,1667
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2009,1000 tonnes,1705
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2010,1000 tonnes,1745
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2011,1000 tonnes,1804
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2012,1000 tonnes,1821
"Food Balances (-2013, old methodology and population)",Mexico,Production,Bovine Meat,2013,1000 tonnes,1807
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,1991,1000 tonnes,66
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,1992,1000 tonnes,71
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,1993,1000 tonnes,70
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,1994,1000 tonnes,69
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,1995,1000 tonnes,68
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,1996,1000 tonnes,65
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,1997,1000 tonnes,65
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,1998,1000 tonnes,69
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,1999,1000 tonnes,68
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2000,1000 tonnes,72
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2001,1000 tonnes,75
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2002,1000 tonnes,80
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2003,1000 tonnes,84
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2004,1000 tonnes,86
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2005,1000 tonnes,89
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2006,1000 tonnes,91
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2007,1000 tonnes,91
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2008,1000 tonnes,94
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2009,1000 tonnes,97
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2010,1000 tonnes,99
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2011,1000 tonnes,100
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2012,1000 tonnes,99
"Food Balances (-2013, old methodology and population)",Mexico,Production,Mutton & Goat Meat,2013,1000 tonnes,98
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,1991,1000 tonnes,812
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,1992,1000 tonnes,820
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,1993,1000 tonnes,822
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,1994,1000 tonnes,873
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,1995,1000 tonnes,922
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,1996,1000 tonnes,910
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,1997,1000 tonnes,939
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,1998,1000 tonnes,961
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,1999,1000 tonnes,994
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2000,1000 tonnes,1030
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2001,1000 tonnes,1058
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2002,1000 tonnes,1070
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2003,1000 tonnes,1035
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2004,1000 tonnes,1064
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2005,1000 tonnes,1103
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2006,1000 tonnes,1109
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2007,1000 tonnes,1152
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2008,1000 tonnes,1161
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2009,1000 tonnes,1162
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2010,1000 tonnes,1175
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2011,1000 tonnes,1202
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2012,1000 tonnes,1239
"Food Balances (-2013, old methodology and population)",Mexico,Production,Pigmeat,2013,1000 tonnes,1284
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,1991,1000 tonnes,897
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,1992,1000 tonnes,930
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,1993,1000 tonnes,1071
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,1994,1000 tonnes,1155
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,1995,1000 tonnes,1315
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,1996,1000 tonnes,1295
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,1997,1000 tonnes,1476
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,1998,1000 tonnes,1639
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,1999,1000 tonnes,1774
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2000,1000 tonnes,1868
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2001,1000 tonnes,1973
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2002,1000 tonnes,2122
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2003,1000 tonnes,2161
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2004,1000 tonnes,2324
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2005,1000 tonnes,2481
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2006,1000 tonnes,2505
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2007,1000 tonnes,2585
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2008,1000 tonnes,2625
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2009,1000 tonnes,2678
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2010,1000 tonnes,2723
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2011,1000 tonnes,2807
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2012,1000 tonnes,2833
"Food Balances (-2013, old methodology and population)",Mexico,Production,Poultry Meat,2013,1000 tonnes,2846
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,1991,1000 tonnes,84
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,1992,1000 tonnes,76
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,1993,1000 tonnes,65
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,1994,1000 tonnes,64
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,1995,1000 tonnes,69
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,1996,1000 tonnes,90
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,1997,1000 tonnes,87
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,1998,1000 tonnes,99
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,1999,1000 tonnes,105
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2000,1000 tonnes,113
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2001,1000 tonnes,67
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2002,1000 tonnes,61
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2003,1000 tonnes,44
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2004,1000 tonnes,52
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2005,1000 tonnes,45
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2006,1000 tonnes,44
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2007,1000 tonnes,47
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2008,1000 tonnes,54
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2009,1000 tonnes,59
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2010,1000 tonnes,48
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2011,1000 tonnes,54
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2012,1000 tonnes,60
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Bovine Meat,2013,1000 tonnes,56
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,1991,1000 tonnes,136
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,1992,1000 tonnes,116
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,1993,1000 tonnes,113
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,1994,1000 tonnes,112
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,1995,1000 tonnes,112
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,1996,1000 tonnes,121
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,1997,1000 tonnes,104
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,1998,1000 tonnes,120
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,1999,1000 tonnes,129
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2000,1000 tonnes,120
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2001,1000 tonnes,105
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2002,1000 tonnes,95
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2003,1000 tonnes,81
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2004,1000 tonnes,98
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2005,1000 tonnes,95
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2006,1000 tonnes,88
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2007,1000 tonnes,107
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2008,1000 tonnes,120
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2009,1000 tonnes,169
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2010,1000 tonnes,126
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2011,1000 tonnes,124
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2012,1000 tonnes,124
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Mutton & Goat Meat,2013,1000 tonnes,157
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,1991,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,1992,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,1993,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,1994,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,1995,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,1996,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,1997,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,1998,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,1999,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2000,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2001,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2002,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2003,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2004,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2005,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2006,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2007,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2008,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2009,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2010,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2011,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2012,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Pigmeat,2013,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,1991,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,1992,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,1993,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,1994,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,1995,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,1996,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,1997,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,1998,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,1999,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2000,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2001,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2002,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2003,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2004,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2005,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2006,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2007,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2008,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2009,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2010,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2011,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2012,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Mongolia,Production,Poultry Meat,2013,1000 tonnes,0
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,1991,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,1992,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,1993,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,1994,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,1995,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,1996,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,1997,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,1998,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,1999,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2000,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2001,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2002,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2003,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2004,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2005,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2006,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2007,1000 tonnes,5
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2008,1000 tonnes,5
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2009,1000 tonnes,5
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2010,1000 tonnes,5
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2011,1000 tonnes,5
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2012,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Bovine Meat,2013,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,1991,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,1992,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,1993,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,1994,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,1995,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,1996,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,1997,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,1998,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,1999,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2000,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2001,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2002,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2003,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2004,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2005,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2006,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2007,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2008,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2009,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2010,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2011,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2012,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Mutton & Goat Meat,2013,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,1991,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,1992,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,1993,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,1994,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,1995,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,1996,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,1997,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,1998,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,1999,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2000,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2001,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2002,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2003,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2004,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2005,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2006,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2007,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2008,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2009,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2010,1000 tonnes,2
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2011,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2012,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Pigmeat,2013,1000 tonnes,1
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,1991,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,1992,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,1993,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,1994,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,1995,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,1996,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,1997,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,1998,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,1999,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2000,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2001,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2002,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2003,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2004,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2005,,
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2006,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2007,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2008,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2009,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2010,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2011,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2012,1000 tonnes,4
"Food Balances (-2013, old methodology and population)",Montenegro,Production,Poultry Meat,2013,1000 tonnes,3
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,1991,1000 tonnes,149
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,1992,1000 tonnes,145
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,1993,1000 tonnes,150
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,1994,1000 tonnes,125
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,1995,1000 tonnes,122
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,1996,1000 tonnes,103
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,1997,1000 tonnes,125
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,1998,1000 tonnes,120
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,1999,1000 tonnes,135
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2000,1000 tonnes,140
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2001,1000 tonnes,145
"Food Balances (-2013, old methodology and population)",Morocco,Production,Bovine Meat,2002,1000 tonnes,170
